NA	NaMN	NAM	NAD	NaAD	NMN	NAR	H2O	ADP	ATP	PPi	PRPP	AMP	Gln	Glu	H3_ac	H3_deac	Pi	NR	temperature	pathway	objective
0.0001982029350773	0.0171606818392213	0.1263416057387605	0.1210127617312229	0.0231854516944072	0.0121012718434746	2.2251587595848593e-08	1.000000000000001	1.000000000000001	1.000000000000001	0.012	1.000000000000001	1.000000000000001	1.000000000000001	1.000000000000001	1.000000000000001	1.000000000000001	1.000000000000001	1.96624832536789e-09	50.0	PNCA	min_ratio
0.0002850962004102	0.019566071965427	0.0107775580876347	0.1942674363093692	0.0556770688550038	0.0194267427120487	2.3009558541089292e-08	1.000000000000001	1.000000000000001	1.000000000000001	0.012	1.000000000000001	1.000000000000001	1.000000000000001	1.000000000000001	1.000000000000001	1.000000000000001	1.000000000000001	2.8605473803604327e-09	70.0	PNCA	min_ratio
0.1439923684830279	0.0142254795601171	0.0009689540839346	0.1130815608347441	0.0164234931737696	0.0113081237133355	1.8326771287266425e-08	1.000000000000001	1.000000000000001	1.000000000000001	0.012	1.000000000000001	1.000000000000001	1.000000000000001	1.000000000000001	1.000000000000001	1.000000000000001	1.000000000000001	1.8242995629981462e-09	70.0	PNCA	min_ratio
0.0010097652774569	0.005819700795983	0.1605189972239053	0.1053724879228133	0.016741790314674	0.0105372485444694	8.09043304051982e-09	1.000000000000001	1.000000000000001	1.000000000000001	0.012	1.000000000000001	1.000000000000001	1.000000000000001	1.000000000000001	1.000000000000001	1.000000000000001	1.000000000000001	1.830264798275352e-09	70.0	PNCA	min_ratio
1.0398565949475546e-05	0.0004098266249399	0.107611711535095	0.17353305659139	0.0010816829068639	0.0173533051965143	2.960761387921793e-09	1.000000000000001	1.000000000000001	1.000000000000001	0.012	1.000000000000001	1.000000000000001	1.000000000000001	1.000000000000001	1.000000000000001	1.000000000000001	1.000000000000001	1.5618485839752283e-08	70.0	PNCA	min_ratio
0.0003342989560526	0.0042985982316151	0.1816280300592468	0.1005977847285052	0.003080828736552	0.010059769422123	5.338637550260961e-07	1.000000000000001	1.000000000000001	1.000000000000001	0.012	1.000000000000001	1.000000000000001	1.000000000000001	1.000000000000001	1.000000000000001	1.000000000000001	1.000000000000001	1.560021499888188e-07	70.0	PNCA	min_ratio
0.1791398517067249	0.0022402798534973	0.001035087504442	0.101410230809087	0.0060335233695872	0.0101410226199956	2.6431531518888484e-09	1.000000000000001	1.000000000000001	1.000000000000001	0.012	1.000000000000001	1.000000000000001	1.000000000000001	1.000000000000001	1.000000000000001	1.000000000000001	1.000000000000001	1.4935124622611984e-09	70.0	PNCA	min_ratio
0.0002655509950864	0.0207352561369722	0.1496693063676459	0.1082443489691497	0.0102610417070716	0.0108244164304467	7.451324932463827e-08	1.000000000000001	1.000000000000001	1.000000000000001	0.012	1.000000000000001	1.000000000000001	1.000000000000001	1.000000000000001	1.000000000000001	1.000000000000001	1.000000000000001	4.880377858785149e-09	70.0	PNCA	min_ratio
0.1738741409589018	0.0068747269938228	0.002129868045431	0.1002126575347443	0.0068873065041852	0.010021258578144	3.5006508633268916e-08	1.000000000000001	1.000000000000001	1.000000000000001	0.012	1.000000000000001	1.000000000000001	1.000000000000001	1.000000000000001	1.000000000000001	1.000000000000001	1.000000000000001	6.378261868136185e-09	80.0	PNCA	min_ratio
0.0002217044253738	0.0452641555979793	0.0021646738642305	0.1330476381225059	0.1059969327391101	0.0133047581086903	1.3223382917452765e-07	1.000000000000001	1.000000000000001	1.000000000000001	0.012	1.000000000000001	1.000000000000001	1.000000000000001	1.000000000000001	1.000000000000001	1.000000000000001	1.000000000000001	4.908280489680098e-09	60.0	PNCA	min_ratio
