Temperature	ET_NADS	ET_NAMPT	ET_NAPRT	ET_NMNAT1	ET_NRK1	ET_NT5	ET_PNCA	ET_PNP	ET_SIRT	Sol
50.0	102793.3366067444	1707.3107078042108	33955.22651567092	20920.347478365817	15464.83248977319	100.0	1e-06	130.90589451901394	100.0	9.127948174373482e-09
50.0	39137.83257765563	1711.1494504682655	1000000.0	1000000.0	10307.42836878628	100.0	0.122238858275648	709809.8731477613	100.0	9.193761833497921e-09
50.0	18961.101691821445	1720.8099917153022	42320.34702762935	1655.9200514620582	221935.79255220923	100.0	1e-06	252576.64336802936	100.0	9.178252954761457e-09
50.0	14067.54762642429	0.0001639252235892	102438.68982268176	189061.92330335628	379697.572263606	100.0	19.944012486546114	7851.23216344295	100.0	1.8298455179820925e-08
50.0	296086.9660330246	1e-06	51149.33528658718	912678.6995299248	358469.83244166785	100.0	19.945959211210564	114834.67912896285	100.0	1.829327246208789e-08
50.0	36208.33224442292	1717.451001481901	1517.412022858911	910709.3963818848	34334.56977216696	100.0	0.0024271856768593	245024.8271970729	100.0	9.133204687890856e-09
50.0	152721.24120408812	1951.7714075540823	329080.0138051853	100.0	50078.51197431136	217.46179212669097	0.0001358302730528	100.0	100.0	1.0477900753178424e-08
50.0	209592.64580020536	0.0008276673427241	19803.62308046289	105.53756204547874	12640.075642624106	100.0	20.035719208217948	22745.30405769068	100.0	1.8367173426478863e-08
50.0	16955.672416077683	1707.6303968614786	1255.5765464157755	88865.13213264704	5703.568765207294	100.0	3.5234753845628977e-06	529.7360482571258	100.0	9.127398642402235e-09
50.0	91690.17413813784	2651.871926192689	4055.931657361338	100.0	703357.0220483533	100.0	1e-06	340045.43693580525	100.0	1.4126228400572361e-08
50.0	7360.425112203824	0.0005682985182993	741292.9922143411	24464.26750962734	135842.1401531433	104.58317565329595	19.973642156286708	60422.3171898654	100.0	1.8316837323050536e-08
50.0	12292.49139190313	3280.887532217928	100.0	2603.6061878861588	8367.452052328275	13298.497486831362	1.0979487178435965	389175.513439482	100.0	1.4348114680925108e-08
50.0	5055.186651231309	9.878021953756598	7413.503156496369	849986.0865075936	234590.34765369951	100.0	19.90146708516913	100.0	100.0	1.831048019103133e-08
50.0	1548.9644392437428	1707.364500593233	955.1101468472916	993854.7142451542	14502.35341164416	100.0	1e-06	176.1293675729201	100.0	9.128134095360821e-09
50.0	49703.01674726944	0.1370885048227269	3518.316773113998	1203.6972384001324	109845.35912352486	100.0	19.936360766573515	4800.296728112108	100.0	1.8292907334859167e-08
50.0	302698.062259627	297.9081420386644	395694.6161258333	276.3809296369123	1056.7042936885928	145.7653554899122	16.90338637085517	237146.16808809896	100.0	1.7016769158490706e-08
50.0	5982.04854920722	4040.047672467437	414.8812272300557	312175.89920604945	1034.01389577	100.0	1e-06	182466.29107829055	100.0	2.13026433318384e-08
50.0	8228.172851209822	0.005314586489225	108.299432511842	373008.0144694911	8153.754082382422	181.54353308653748	19.96460979061096	540.760637775252	100.00764394902112	1.8342644829804945e-08
50.0	491521.88238951727	1e-06	100.0	2070.1119160005856	100.0	100.0	26.739598142310573	4351.675097880656	100.0	2.409564135554155e-08
50.0	1208.4673043884975	1722.0596955160115	1979.3255290828165	939.9319978807056	446.5904357195832	100.0	0.024125419990191	207641.42417035188	100.0660216778274	9.159874709134672e-09
50.0	1820.1734588884133	1707.6361864462551	7738.7119793569955	196.4690381763675	956532.7550732866	100.0	5.239418300567274e-05	213.1267515409135	100.0	9.129858796007892e-09
50.0	100.0	1994.9488990556856	894.3311778948955	90395.18393609846	942.0879020670152	2044.001344821824	0.0118169709601599	201830.6822969575	100.0	9.938237376600413e-09
50.0	148.2672901266729	1713.1152930520425	772861.5276435814	444869.6089751559	102453.72841725431	100.0	0.010640663729484	229282.26250879813	100.0	9.136218091023929e-09
50.0	244935.18433760188	0.0004840894417699	89248.6527964883	512.1563889919505	14612.846395552551	102.06240645046584	20.03023413316581	46975.31000885738	100.0	1.8341837290590883e-08
50.0	8635.577575971678	1788.315389109317	2532.2760089715075	100.0	1056.6499908389171	575.7106934656175	1e-06	138196.30872691964	100.0	9.331544385560311e-09
50.0	51747.7416020644	221.08216282726391	7922.388219928233	298057.960503255	1201.6084827411787	100.0	17.47979810044557	403.0494567135472	100.0	1.7208542086260878e-08
50.0	428.6221163947816	2280.6470765843114	6158.535775433578	112357.08580587553	1175.4499014451494	3424.6121815708443	1.3320207962597466e-06	923357.3843830056	100.0	1.088236216334483e-08
50.0	18577.13846986111	1735.1689611159509	1165.5895758036402	273.5723010874341	765.5339024294072	218.18787188636605	1e-06	52940.9961167693	100.0	9.17174756284256e-09
50.0	3255.759600543571	3539.878546463442	100.0	112.43100035711008	100.0	684.2370609630007	1e-06	100.0	100.0	1.895239881490628e-08
50.0	336506.9499577902	1723.7530554417413	495.94651253396734	3590.54657115321	528287.175415983	100.0	0.1716727245395501	6673.351242906127	100.0	9.372400791882848e-09
50.0	74944.93507399049	5.061105433574275e-05	637136.7624599991	104795.35444887454	1959.2710156134096	100.0	20.057295191510764	5857.826690763304	100.0027765906348	1.8363852738935692e-08
50.0	1000000.0	1723.2763712373328	793958.9451001341	100.0	793.0094308429173	100.0	0.0010567588551321	34753.33605656178	100.0	9.147896360569194e-09
50.0	7802.168704580295	1717.1106222974497	19562.21873413832	516277.30035091104	77756.45311280435	240.8885766570237	1e-06	83776.63656684537	100.0	9.179315288639024e-09
50.0	111010.47008499446	1709.498795741513	1000000.0	64318.9139205053	657867.8764034343	100.0	1e-06	337599.3861844571	100.0	9.128082940632424e-09
50.0	1000000.0	508.3612166489969	662.6486268669303	132780.30232308464	10217.144812924127	348.2543697140514	14.154325225253634	316.72521306734825	100.0	1.5785480696203166e-08
50.0	747186.5965446376	1720.3723217093054	227602.027382024	263.3008889878067	103.57313731601488	100.0	1.1282860388122754e-06	988790.4940378946	100.0	9.128373384602257e-09
50.0	9944.770877694844	1724.879872175734	574.139946594164	545.4876596372831	36445.25712132164	100.0	1e-06	137704.37136132244	100.0	9.179709280874456e-09
50.0	1002.9073796764908	1713.5849427916205	645.6451635601218	397.25840620619175	57531.25124720515	100.0	0.0282318794831121	60788.409811069	100.0	9.16675962328566e-09
50.0	105.84246634246996	1986.437865339729	121501.35544800494	545935.8415439241	819.3735767257305	100.0	1e-06	256669.0999039234	100.0	1.0529865841605243e-08
50.0	314959.93910088576	2436.537765463709	3175.516825599663	55538.96171522201	3993.9122259708447	366.0945294888088	1e-06	9246.993969408726	100.0	1.2960139559373165e-08
50.0	615.6587757178075	1747.8397791429848	100.0	310.5666527390623	182.090517945357	286.2305394426189	1e-06	43999.07748487466	100.0	9.212250279895908e-09
50.0	4817.103472797386	1723.2947119903038	148.7090280379615	511.75185998082645	183.70443601490803	129.08158831022988	1e-06	10336.582237461887	100.0	9.137867240499633e-09
50.0	43476.43529116824	1715.0760646559654	5963.562369992598	633.2719136162116	100.0	100.0	0.061576350914355	47620.95156052243	100.0	9.157059327729532e-09
50.0	321353.850883469	0.1004489784046115	634.5283983595414	100.0	3047.6379334920675	100.0	27.48947636014666	3209.962302450653	103.8265691805544	2.4868488647837825e-08
50.0	100.0	1782.4804712097675	1000000.0	100.0	2986.781351944804	100.0	1.4010009404301664	2373.6397699054028	100.0	1.0790344966919276e-08
50.0	144.94982752418335	1776.9551385939897	15522.309567397162	10544.163547233247	114.99130889089346	545.2851338847686	1e-06	21478.73207034029	100.0	9.2821687038483e-09
50.0	9554.480728757668	3.1258872328999245e-06	36070.53808591347	497.8571182406377	548.6419902366472	102.21626375867524	19.98753077548925	100.0	100.0	1.8336618199158292e-08
50.0	624768.8279053349	68.43206734507304	320.1502156965178	407.5686152135864	49202.1883574206	100.0	19.154072239067325	2338.1152344263296	100.0	1.7941777344490405e-08
50.0	61308.94902865709	1682.1219011777416	414935.3957916102	15978.602701051272	278982.09566219925	100.0	0.3042343588676721	43890.098116287365	100.0	9.268557022970602e-09
50.0	19994.03831053789	0.0455389175554338	250160.70974865035	168359.20102529094	34943.501545707535	100.0	20.00525016889489	100.0	100.0	1.835313831427201e-08
50.0	367222.4485165813	2755.886708737351	100.0	9181.490723096076	891.0212959511017	184.57956244255945	3.379985158655492	11351.663685768764	100.0	1.7522876514102102e-08
