temperature	PNCA	NAPRT	NMNAT1-NaMN	NADS	SIRT	NAMPT	NMNAT1-NMN	NT5-NaMN	NT5-NMN	NRK1-NMN	PNP-NR	NRK1-NaMN	PNP-NAR	NMN thermolysis	NaMN thermolysis	NAR thermolysis	NR thermolysis	NAD thermolysis	pathway	objective
70.0	1.6657484861815427e-12	1.7764196034068916e-12	1.6657484876979149e-12	1.6657484871030642e-12	8.752233087968559e-06	8.760399733948723e-06	8.758745755662215e-06	2.7729149540580786e-19	3.577583368784397e-17	1.8696831246575816e-23	3.6987683853631865e-19	3.005476040308414e-24	5.945691669501733e-20	1.6539782505039418e-09	1.1067083901533743e-13	2.1875322240389077e-19	3.5405938152476404e-17	6.514333442374352e-09	NAMPT	min_ratio
70.0	9.817844262815543e-14	9.817887772440743e-14	9.817844221386811e-14	9.81784422138681e-14	1.0672009982452323e-05	1.067992346298048e-05	1.0678307393193221e-05	1.6206768802314054e-25	5.197262126217749e-18	5.196864541018481e-18	7.2134486729291385e-28	-1.2906728740603046e-18	-1.7915037917740273e-28	1.6160697869806316e-09	4.350996887290319e-19	-3.7952231149276005e-24	3.975844779188355e-22	6.2975089196180765e-09	NAMPT	min_ratio
70.0	1.2947736506922719e-15	1.2950961952681336e-15	1.2947736517460914e-15	1.2947736517460936e-15	1.0390585889748241e-07	1.0771675020566543e-07	1.0693740106058236e-07	1.2014226805341996e-25	2.5132058560816674e-18	7.859752002107526e-25	1.0248144510184101e-18	7.689517607182431e-30	1.0026179896675002e-23	7.793491425690256e-10	3.225434018987423e-19	5.5968063682648765e-25	1.4883906190880567e-18	3.031543457874452e-09	NAMPT	min_ratio
70.0	1.3046280201044172e-15	1.3047282535947553e-15	1.3046279775469797e-15	1.3046279775472995e-15	1.4892693043700688e-06	1.4923317926405007e-06	1.491711841129569e-06	5.889276758244475e-20	3.1919539779439287e-12	3.131203720808069e-12	6.073667418188943e-14	-1.0442814026542909e-18	-2.0256164710555482e-20	6.198907589661538e-10	9.906822233315655e-20	-1.7411394171076498e-25	1.3582953971010293e-17	2.442538065836745e-09	NAMPT	min_ratio
70.0	1.0134505227749295e-15	1.0134763591518695e-15	1.0134500998808064e-15	1.0134500998808062e-15	8.742349475874092e-06	8.749978163621489e-06	8.74831454810199e-06	9.625982137114033e-27	5.349342840352713e-18	5.347305604579146e-18	2.0085396498529944e-21	9.051141477596663e-19	3.3997638957858336e-22	1.6636155194881965e-09	2.584267032214598e-20	1.8669156228824102e-25	2.8696123714220954e-23	5.965073241356486e-09	NAMPT	min_ratio
70.0	2.974264049197543e-13	2.974348643354421e-13	2.974264048301548e-13	2.974264048301548e-13	1.0517129632861738e-06	1.0548129631879718e-06	1.054145874761229e-06	3.3580955663812238e-21	2.29429644845259e-15	9.840601247745093e-22	1.8737674410936505e-15	1.6930972867995585e-27	3.2238569046940413e-21	6.67086132447755e-10	8.456147192872944e-18	2.7809175679055536e-23	4.205280232988146e-16	2.43320890146018e-09	NAMPT	min_ratio
70.0	1.8851669218144942e-11	1.9934858434041515e-11	1.885166921814512e-11	1.8851669218145737e-11	9.889161687148898e-07	9.963905767735526e-07	9.943584163366417e-07	4.034411933403253e-19	6.526587348112447e-18	1.7824894467921497e-23	3.24282035055042e-23	2.8661904629420966e-23	5.214359513407549e-23	2.032160430384918e-09	1.0831888124832448e-12	4.033610862974717e-19	6.5265370950144715e-18	5.461099290969766e-09	NAMPT	min_ratio
70.0	1.015107310171715e-15	1.0151633930406848e-15	1.0151073229757367e-15	1.0151073229757369e-15	6.455595432685619e-06	6.463512197068466e-06	6.461366616254089e-06	7.639343407196744e-20	2.519038255939895e-11	2.5185758220017102e-11	3.468355596223088e-21	3.3709479177941604e-20	4.642140789728755e-30	2.1455761900345076e-09	5.608232697413044e-20	2.378905359630005e-25	4.624335913491981e-15	5.771184583580185e-09	NAMPT	min_ratio
70.0	2.2873155595676186e-13	2.287787047533627e-13	2.287315559785567e-13	2.287315559785559e-13	1.0169742224753413e-05	1.017346445962104e-05	1.0172551235778118e-05	1.7562159325276038e-23	2.9436352001902805e-18	3.2753976565703545e-29	2.9435731743946763e-18	1.5140111101966052e-30	1.3606294431975634e-19	9.13223839989095e-10	4.71487572446734e-17	1.101971210165016e-25	6.202576284983968e-23	2.8092397562462964e-09	NAMPT	min_ratio
70.0	1.3041123366362994e-15	1.3041415558972392e-15	1.304113052896969e-15	1.3041130528969687e-15	9.630939838616379e-06	9.634105531693486e-06	9.633379990533303e-06	1.8212107142649934e-23	4.016707012218745e-15	1.5682894884454734e-20	9.015397734785833e-21	7.460871396723631e-26	4.28890272930568e-26	7.255371434957501e-10	2.848486235703007e-20	7.344494173081277e-22	4.016682313926125e-15	2.440153221028914e-09	NAMPT	min_ratio
70.0	4.772192535607302e-14	2.890361488230421e-13	4.7721924721650156e-14	4.77219247218009e-14	4.862305410233618e-06	4.866169061665351e-06	4.864784818826653e-06	8.566721412148682e-16	4.261041358182295e-14	9.389676298748139e-18	4.2600109520887426e-14	1.888226310359409e-19	8.566711458297425e-16	1.3842002376723562e-09	2.4045774074115246e-13	7.067494027776338e-22	9.143846367796887e-19	2.4794563149607625e-09	NAMPT	min_ratio
70.0	8.010666905160575e-19	8.007745710511758e-19	8.010685063365343e-19	8.010685063365439e-19	5.47511304191108e-14	8.25634422969068e-09	6.585279895684698e-09	8.988678905133746e-30	5.373164500300317e-18	2.056830644062166e-18	3.3162900270913837e-18	-7.039123858888842e-20	-1.134939151168506e-19	1.671064330623524e-09	2.4131715836140127e-23	-5.765224121503815e-26	4.382914676772083e-23	6.585225145421472e-09	NAMPT	min_ratio
70.0	4.704241351770877e-16	4.704641132916313e-16	4.704241345490973e-16	4.704241345491006e-16	4.527357312032117e-12	8.260935877412887e-09	6.589852597720138e-09	1.4891438358792428e-26	5.373225083305744e-18	3.286413434096895e-24	5.373026649757681e-18	7.874563601933526e-26	1.2874290145426634e-19	1.6710832748241757e-09	3.9978729094605815e-20	1.7972131293505394e-25	1.9514713462739777e-22	6.585325710327592e-09	NAMPT	min_ratio
70.0	2.0010100868851275e-13	2.0010389779444591e-13	2.0010100867157235e-13	2.0010100867157223e-13	1.2367609514272494e-05	1.2370732752491295e-05	1.237006840130439e-05	3.097732046461761e-19	6.902903348889722e-13	1.6336504761395968e-19	6.857230626319268e-13	7.371375019736129e-26	3.0941105414231367e-19	6.636608967648667e-10	2.5793497407293843e-18	7.920663010166835e-23	4.567108891997675e-15	2.459087132877664e-09	NAMPT	min_ratio
70.0	1.0413162884571747e-11	1.0413171221064736e-11	1.041316288560258e-11	1.0413162885602577e-11	8.687180263643505e-06	8.690225907231403e-06	8.689600149039202e-06	7.920388534643763e-21	5.149812109621063e-15	4.963485176572864e-15	1.7923848371813611e-16	9.941046504010916e-21	3.589852742494581e-22	6.257580059136306e-10	8.336179968506393e-18	5.456695478503874e-25	7.088449330063268e-18	2.4302985585403856e-09	NAMPT	min_ratio
70.0	1.1732641027862228e-14	1.1734439264918085e-14	1.1732641250385286e-14	1.1732641250385285e-14	1.9965434642647634e-06	2.0015408260187257e-06	2.0002506625413478e-06	3.639412391981325e-19	2.8044152431615597e-12	3.0069259280999177e-15	2.4408849086822437e-16	9.903695580763669e-21	8.013410450354585e-22	1.287362069059838e-09	1.4439769932577376e-18	3.534585766334697e-19	2.8011642287425918e-12	3.70721000922616e-09	NAMPT	min_ratio
70.0	1.3027923754522435e-15	1.3028557622119755e-15	1.3027919144675734e-15	1.302791914467572e-15	1.2570966290690812e-05	1.2574243452766945e-05	1.257349515236411e-05	3.044694279800352e-21	3.2427274721636605e-13	3.4007138996948106e-17	1.0042279357388251e-14	3.968014738698484e-24	1.1713258200314992e-21	7.479761640956859e-10	6.080701694695999e-20	1.4085732918883174e-21	3.141964607199809e-13	2.5288629760907175e-09	NAMPT	min_ratio
70.0	4.330425185100377e-14	4.333465020201692e-14	4.330425184546691e-14	4.3304251845466914e-14	7.460535581245883e-07	7.545263851919951e-07	7.524957162990611e-07	1.1322908975081631e-23	6.521828594581405e-18	6.521480058989579e-18	7.82398175698814e-23	-1.97978986613358e-18	-2.375203121865064e-23	2.030668892933022e-09	3.039837391753868e-17	-3.1538808942588804e-24	2.7029577426266195e-22	6.442201478725482e-09	NAMPT	min_ratio
70.0	1.3040710398473609e-15	1.304072418941585e-15	1.3040709493104495e-15	1.3040709493104477e-15	9.999281408949197e-06	1.0002393007873664e-05	1.0001761881397912e-05	4.974619730835287e-24	1.9726891314906088e-14	1.9653564827829462e-14	7.194926298180576e-17	7.846890264916248e-20	2.8726491875980573e-22	6.311264022462821e-10	1.3785278839496755e-21	2.113459651346741e-25	1.3772240948222055e-18	2.480473752968081e-09	NAMPT	min_ratio
70.0	1.2593092746214934e-15	1.259371714837459e-15	1.259309624399645e-15	1.259309624399649e-15	1.0973697253097251e-05	1.0979063415356589e-05	1.0977963612265355e-05	1.1436974225990745e-20	2.1417658495456606e-12	9.145516500611653e-16	2.1406463261520603e-12	-2.3764942790934133e-23	-5.562542631171814e-20	1.0976622402363588e-09	5.069280954910745e-20	-2.0471776597450525e-25	2.0497174353961502e-16	4.266360427114037e-09	NAMPT	min_ratio
70.0	3.0893103841950177e-12	3.0929031779159168e-12	3.0893103837636128e-12	3.0893103837633692e-12	1.1409887719824455e-05	1.1412927387540287e-05	1.1412309317572824e-05	5.616735857142108e-16	9.88817035148663e-13	3.4002048666643922e-15	3.4822458708180116e-13	5.081406493694495e-18	5.200186045914035e-16	6.170845510782862e-10	3.0362019733152597e-15	3.657314433906231e-17	6.371922432001974e-13	2.424687058305621e-09	NAMPT	min_ratio
70.0	1.5029070253075012e-12	1.5034304827788271e-12	1.5029070253148024e-12	1.502907025314802e-12	9.17314312494688e-08	9.483198286032172e-08	9.414855276973753e-08	1.9497952982875043e-22	2.2045794023386746e-18	2.203861345100033e-18	6.914849626334746e-22	-1.174283431871198e-19	-3.684439299295758e-23	6.834300905837171e-10	5.23457431592703e-16	-5.441899617592794e-26	2.6572276002244727e-23	2.4186244272938023e-09	NAMPT	min_ratio
70.0	1.3859672013728282e-13	1.3859985766089258e-13	1.3859671937803909e-13	1.3859671937803868e-13	1.40943580203665e-05	1.4097492708789459e-05	1.4096838215127955e-05	4.826832312108908e-21	8.731787911550611e-15	4.603604082682698e-21	1.391237375502432e-17	5.365889501179828e-26	1.6215883549143364e-22	6.544849297456843e-10	3.13345607526479e-18	3.90555637808722e-21	8.717870934191505e-15	2.480333358154375e-09	NAMPT	min_ratio
70.0	7.67783981019538e-12	7.678732213326711e-12	7.677839809897596e-12	7.677839809897599e-12	4.164479667375736e-06	4.173048044199351e-06	4.170835167961494e-06	5.6026438803910115e-15	1.2612453856864177e-10	9.95185030384058e-11	3.615321672329602e-15	5.543837893121873e-15	1.9538751292146339e-19	2.1862702023307338e-09	8.369525184048308e-16	5.52552255359777e-17	2.660242020842074e-11	6.36317842556456e-09	NAMPT	min_ratio
70.0	3.881029476569219e-17	3.882784228269695e-17	3.8810294284048083e-17	3.881029428404922e-17	1.1332862748884575e-11	8.260536005683352e-09	6.590895780069861e-09	4.495060290672738e-25	3.692086635944002e-16	3.6920773505014976e-16	1.9590421950981314e-28	2.7494562606566708e-18	1.458880818806729e-30	1.6696402256129778e-09	1.754760494671432e-20	2.6577348032776645e-25	9.2854405465455e-22	6.579562956130851e-09	NAMPT	min_ratio
70.0	1.3040030845530002e-15	9.444651234881007e-15	1.3040032341378946e-15	1.3040032340830621e-15	7.2215134124208485e-06	7.2246842706694385e-06	7.223978509500025e-06	1.1189092343116958e-14	3.1006076567430624e-11	9.554929686461772e-13	6.339563371585661e-18	5.160200312984878e-15	3.309353211303006e-20	6.757105858230495e-10	2.111755971300261e-15	6.028859085703469e-15	3.005057725922107e-11	2.4650983831710584e-09	NAMPT	min_ratio
70.0	8.800828131150336e-16	1.1382787581902967e-15	8.800821371588175e-16	8.800821371583745e-16	1.2520580448433127e-05	1.2528642603549399e-05	1.252664376213342e-05	2.423976738061479e-18	1.6333703115433154e-13	3.105152605602767e-18	5.75315385257982e-14	1.2216668670156013e-22	2.2631988086990724e-18	1.998678082039718e-09	2.557727664785961e-16	1.599724400148558e-19	1.0580238747592774e-13	6.063314580391176e-09	NAMPT	min_ratio
70.0	2.2794632325065356e-18	2.3288591845197438e-18	2.2794622861590435e-18	2.2794622861589472e-18	2.025168864077943e-08	2.8509252772792556e-08	2.6836479966100428e-08	1.493664020772923e-21	4.5012764963718197e-13	2.0316747805836532e-20	4.1165236283240167e-13	7.411987801230818e-29	1.5017297925807865e-21	1.6723226790628199e-09	4.790323441343119e-20	5.394806624629931e-24	3.8475266488032463e-14	6.584791327600447e-09	NAMPT	min_ratio
70.0	1.3022776128556437e-15	1.4251048946143982e-15	1.3022776116081819e-15	1.3022776116081685e-15	4.820407387410026e-08	5.158904557443897e-08	5.0723698621275394e-08	6.432538067816267e-19	3.9428042899347585e-14	6.892177190071031e-21	3.404360007567352e-14	1.2943953669020214e-25	6.393568045504622e-19	8.653075251278092e-10	1.2218402847131022e-16	3.886700936724828e-21	5.384435931496875e-15	2.5196260494527227e-09	NAMPT	min_ratio
70.0	4.622888915407009e-19	7.894481293613569e-24	7.885749224804397e-24	7.88574926280239e-24	5.532391835546081e-09	1.3788739334878527e-08	1.2117668223398251e-08	1.4674693591832326e-33	5.37318616877633e-18	5.584721430655513e-26	5.382999449426631e-18	-4.799733100084887e-27	-4.626365155815447e-19	1.6710711063180988e-09	3.939683901026548e-27	-3.493480105325682e-22	1.0575711513618182e-19	6.585276387872309e-09	NAMPT	min_ratio
70.0	1.287326969588983e-15	1.287758992820667e-15	1.2873271469638263e-15	1.2873271469638263e-15	2.2010004101585275e-06	2.206612738375342e-06	2.203498981033317e-06	5.58615367836937e-18	3.4600570562813684e-10	3.4600292816965224e-10	5.859880477396649e-22	3.007519566602862e-16	5.093496949306184e-28	3.1137545645669138e-09	4.3193065674407797e-19	9.279143256974394e-23	2.7774578986236e-15	2.4985721621166924e-09	NAMPT	min_ratio
70.0	6.725131498641532e-16	6.725134006551498e-16	6.725131495651269e-16	6.725131495651259e-16	2.762766660087122e-14	8.016547014120636e-09	6.394018187677154e-09	9.352701006272214e-29	5.2179248861648476e-18	2.7554016526127746e-24	5.522071785152671e-23	7.409354742400412e-31	1.4849010663664153e-29	1.6225288243500391e-09	2.5108998259448687e-22	5.392890155848724e-26	5.217866910045343e-18	6.393991229399223e-09	NAMPT	min_ratio
70.0	3.973855036748284e-12	4.195737265533124e-12	3.973855036790934e-12	3.973855036788858e-12	3.4190226286386676e-06	3.423497827281876e-06	3.4224224773217588e-06	2.9243509783461415e-19	1.2258401426160063e-17	3.643751885706827e-24	1.2258119941878975e-17	5.837895030775532e-26	1.963954180745249e-19	1.0753499478600984e-09	2.2188193630925434e-13	1.710945549212845e-25	2.778405292015586e-22	3.4038225381264087e-09	NAMPT	min_ratio
70.0	3.832253696883262e-17	2.2096689368828e-16	3.8322536135810725e-17	3.832253614876787e-17	2.627631571009338e-10	8.518539049722686e-09	6.8475721592229964e-09	6.803208138180364e-23	5.372852871876478e-18	1.2543999937077928e-21	6.21595936917667e-23	3.973252603682079e-25	1.968875695032633e-26	1.6709668849930589e-09	1.8264428990181045e-16	6.539457966945181e-23	5.371536312289078e-18	6.584809040579632e-09	NAMPT	min_ratio
70.0	3.418548865109405e-16	2.1718644828075324e-15	3.418548993776175e-16	3.4185489936760096e-16	2.824278632473093e-06	2.832573421895523e-06	2.8308288701620065e-06	2.085385192065173e-16	1.934227865558608e-12	8.559586230115926e-23	1.934065773714694e-12	9.218149284368695e-27	2.0828698031910807e-16	1.7426175057764423e-09	1.6214710658197885e-15	6.7094191410946315e-22	1.6209175831808193e-16	6.550238030648143e-09	NAMPT	min_ratio
70.0	1.492398108005478e-14	1.4924211766375792e-14	1.49239823474031e-14	1.492398234740319e-14	1.269556056978321e-05	1.2701035321410353e-05	1.2699727100868033e-05	1.7468623133464164e-20	9.31189610563331e-13	4.911703783748579e-19	6.261913120284715e-17	2.5696068940862034e-25	3.272458870413005e-23	1.3072893532124853e-09	2.1195065499493267e-19	1.870285363991701e-20	9.3112650026175e-13	4.166546008803962e-09	NAMPT	min_ratio
70.0	1.3039481987497495e-15	1.3039568452040755e-15	1.303948922839852e-15	1.3039489228398594e-15	1.273333729061377e-05	1.2736461086938856e-05	1.27358250832377e-05	3.2174071848820614e-27	2.051910328287355e-18	1.7501098887155217e-18	4.160075071148401e-25	1.3135401045311153e-21	3.122332761583627e-28	6.360037007285367e-10	8.637704910165453e-21	8.706235158152972e-24	3.018000235643253e-19	2.4877939280007674e-09	NAMPT	min_ratio
70.0	3.4123771862264325e-18	2.1105579825979634e-14	3.4123948342325968e-18	3.4123786364985678e-18	1.05664262367208e-08	1.8821952043078606e-08	1.7151046139282406e-08	7.86020642807072e-21	5.372657839444773e-18	1.2756898068735202e-22	5.372485409026555e-18	-4.312169444144133e-24	-1.8160423713576158e-19	1.670905898744565e-09	2.110215958734567e-14	-5.828502998842321e-26	4.4861437530617236e-23	6.584619905653089e-09	NAMPT	min_ratio
70.0	2.412248936400332e-18	2.4122681945228457e-18	2.4122491814709983e-18	2.4122491814709976e-18	3.197828912454433e-13	8.256351132593661e-09	6.585289040395243e-09	7.176038565581905e-30	5.3731573418252395e-18	5.348753958384853e-18	5.148624616878131e-27	1.6463728536175999e-21	1.584772055025687e-30	1.6710620921809453e-09	1.9265358716385078e-23	2.887078774089786e-25	2.4403378291763003e-20	6.5849692599093185e-09	NAMPT	min_ratio
70.0	1.2999181027775871e-15	1.2999703003622197e-15	1.2999177176457395e-15	1.2999177176457395e-15	4.920383443071265e-06	4.9240939222688124e-06	4.922959034030902e-06	1.9586215083755393e-26	3.655498946627382e-18	1.125720012141639e-24	3.6274183333181395e-18	-3.170705105670582e-28	-1.0216993306888296e-21	1.1348882342539988e-09	5.258269671179695e-20	-3.0398191695941795e-25	2.8079487589231435e-20	2.57559225955678e-09	NAMPT	min_ratio
70.0	6.189918246112928e-14	2.3641418840371784e-11	6.189918244446538e-14	6.189918245129155e-14	6.924317533598625e-07	6.957508148868765e-07	6.949542289747174e-07	2.6067817783005837e-12	8.573857989515775e-13	2.3386394474246773e-16	8.550834125193439e-13	7.126859697293689e-16	2.6058268034844767e-12	7.957287602247704e-10	2.0973450565583905e-11	2.4228717293713534e-16	2.068522487491108e-15	2.522537514036753e-09	NAMPT	min_ratio
70.0	1.6273468680602901e-15	5.658576535493085e-15	1.6273472333148373e-15	1.627347235600164e-15	9.589402651010669e-06	9.592492865691228e-06	9.591865264118964e-06	1.5015675812592388e-21	2.0248583268570897e-18	1.1683299408788202e-20	2.013100983592874e-18	-6.158142691721052e-22	-1.0610840890102312e-19	6.276015701763449e-10	4.031227766807353e-15	-1.500052196919883e-25	7.40438554276235e-23	2.4626147357214638e-09	NAMPT	min_ratio
70.0	2.2323296271338894e-16	2.232336121111423e-16	2.232329620806459e-16	2.23232962080646e-16	2.285150480304302e-12	8.210366155289662e-09	6.549032436258856e-09	6.935065580654211e-25	1.5317073502026743e-14	9.702974833820522e-21	3.2315932219177626e-21	9.553928634851254e-30	3.181896759038866e-30	1.6613184018701804e-09	6.493378156949694e-22	5.796661144569017e-25	1.5317060567458683e-14	6.546747509108342e-09	NAMPT	min_ratio
70.0	5.866143082219319e-13	6.520489466993469e-13	5.866143081424683e-13	5.86614308142534e-13	9.487643688764694e-07	9.575054550101169e-07	9.550215994968175e-07	2.8831410910957384e-16	9.463954457997115e-14	4.997083486712706e-20	1.9967030804486417e-20	3.961069507933363e-21	1.582579688062402e-21	2.483760873804264e-09	6.514632840877299e-14	2.883084859098111e-16	9.463947464210545e-14	6.2578172346563085e-09	NAMPT	min_ratio
70.0	4.685111454841188e-12	4.685136453034366e-12	4.685111453870153e-12	4.685111453870156e-12	1.2772337201181014e-05	1.2775482758950486e-05	1.2774829338178539e-05	9.311440506951484e-24	2.1079826553023384e-18	2.1077853648768308e-18	1.2514793061947515e-22	-4.723422748625376e-19	-2.8044913504079734e-23	6.534207719413502e-10	2.4998227112970133e-17	-6.2137631519389e-25	7.214249488197166e-23	2.4968221089852444e-09	NAMPT	min_ratio
70.0	1.1070732334456003e-11	1.1735647663981074e-11	1.1070732333892491e-11	1.1070732334707894e-11	8.679667818168176e-06	8.682726107136312e-06	8.682104315634428e-06	2.476592864658845e-19	2.0061510180400527e-18	1.9993117889065816e-18	6.798689252150594e-21	4.345994584443686e-19	1.4778618740261672e-21	6.21791501931e-10	6.649153286939443e-13	3.387070472890874e-25	4.053988132016588e-23	2.4475681985339356e-09	NAMPT	min_ratio
70.0	8.230004372080219e-14	8.236909196853422e-14	8.230004365130566e-14	8.230004365130576e-14	5.287290926603662e-07	5.341196606435608e-07	5.329578645570896e-07	1.5440582093738166e-17	2.367177741422288e-12	1.6843312330400522e-12	4.97908364967654e-13	1.1879452473945272e-17	3.510956745023411e-18	1.1611132399621047e-09	6.54871737482302e-17	5.012281361812148e-20	1.8493814341458183e-13	4.228854196767765e-09	NAMPT	min_ratio
70.0	7.002079005915777e-18	7.004857347086224e-18	7.002079692572275e-18	7.00207969257228e-18	4.92975272863757e-10	8.749487266015476e-09	7.076419238792247e-09	1.034631579977136e-27	5.3795722055454334e-18	2.7595568935879013e-24	1.5383381215908414e-19	1.7983827641865337e-30	1.0025235403084559e-25	1.6730680218428455e-09	2.7776534846349645e-21	1.3089507848678837e-25	5.225735633829456e-18	6.583443972931383e-09	NAMPT	min_ratio
70.0	9.628998791375555e-20	9.638886889436773e-20	1.0771442661008323e-27	1.0771428331372102e-27	1.754408988465743e-11	8.273983449241708e-09	6.602856807821028e-09	2.7663001179036867e-25	4.027707550992061e-14	4.027497162191081e-14	8.526455181655524e-22	-1.0993014631809274e-19	-2.327287706587952e-27	1.6711266393692511e-09	9.907861886633637e-23	-2.2315376368417784e-25	2.127108035625608e-18	6.585312717932057e-09	NAMPT	min_ratio
70.0	3.914231922759639e-15	3.914239284724947e-15	3.914233312778786e-15	3.914233312778773e-15	9.67436437047316e-06	9.67754421562447e-06	9.676899101923552e-06	2.224690903540791e-27	2.0812397477044433e-18	5.0136761991159617e-23	3.595417859294311e-20	6.07840445394761e-25	4.358957980280186e-22	6.451136983355432e-10	5.972580539822368e-21	9.530369195643423e-22	2.0452354323495095e-18	2.534735365124938e-09	NAMPT	min_ratio
70.0	5.4687952304887155e-14	5.468894965152588e-14	5.468795241601327e-14	5.46879524160132e-14	1.2599967688026382e-05	1.260422492499556e-05	1.2603358759425799e-05	1.1988663285253813e-23	9.012488373648194e-17	4.0792025494429525e-23	1.2877528532531874e-17	3.176191779430278e-28	1.0026836401257702e-22	8.661654794905052e-10	9.972235243171488e-19	2.3117874600291924e-23	7.724731441192456e-17	3.391126087516619e-09	NAMPT	min_ratio
70.0	2.721680832388229e-11	2.721691196950357e-11	2.721680832424793e-11	2.7216808324247918e-11	6.516848138360514e-06	6.519947431457623e-06	6.519283326310519e-06	1.6812202862713672e-20	9.32966124225646e-16	8.7787424705786765e-16	4.72430985157268e-17	1.793686754815225e-20	9.652785644299685e-22	6.641050920103866e-10	1.0364464763532057e-16	6.16381330064583e-24	7.848778652051852e-18	2.462404758329938e-09	NAMPT	min_ratio
70.0	2.4248245721656508e-14	2.535811978119982e-14	2.4248245669462908e-14	2.4248245669444197e-14	8.02079341304918e-07	8.051597832336628e-07	8.045039919571072e-07	4.13410337992927e-22	2.1156137398305248e-18	2.106437348817452e-18	1.2565940689895174e-25	1.719186142913721e-21	1.0255795701041095e-28	6.557912765454398e-10	1.1098740592505382e-15	2.8785476639349713e-25	9.176265353666131e-21	2.4246749004357207e-09	NAMPT	min_ratio
70.0	9.794738646317739e-14	5.650651178309452e-13	9.794738725086269e-14	9.794738724728847e-14	1.4195777940605869e-05	1.4199368184910217e-05	1.4198215921709808e-05	4.534240914814182e-14	1.0701550935181872e-12	9.073998750203528e-19	1.0540828821541419e-12	3.9010496139248264e-20	4.531581501227237e-14	1.1511930462304008e-09	4.21775360446376e-13	2.6555790750344368e-17	1.6071303964170578e-14	2.438079051321818e-09	NAMPT	min_ratio
70.0	5.746639439471059e-13	5.746669464931049e-13	5.746639442087511e-13	5.746639442087514e-13	5.1510485753938e-06	5.154618433963873e-06	5.153855148819591e-06	1.6894275358077067e-22	3.718860049158509e-16	1.9773501418007617e-24	3.7183663993335507e-16	-1.1885014389788896e-29	-2.234952587598774e-21	7.632847723653146e-10	3.002115410570681e-18	-1.1403832491017768e-26	4.936300514571451e-20	2.807148089764201e-09	NAMPT	min_ratio
70.0	2.6741007997367613e-13	2.674103289546775e-13	2.6741008011678423e-13	2.674100801167842e-13	1.0128274341222857e-05	1.0135685707168042e-05	1.013418419862292e-05	9.269736908501012e-26	4.8306313282611625e-18	8.971357794240046e-19	3.905352321404553e-18	-2.9375087907643815e-22	-1.2787369579831e-21	1.5015085414635526e-09	2.488626630412895e-19	-3.5418323772961055e-25	2.814322743260611e-20	5.9101248098709544e-09	NAMPT	min_ratio
70.0	1.1232344090834463e-15	1.1232852567425324e-15	1.1232340883894107e-15	1.1232340883893466e-15	6.987413010616985e-06	6.994527921989523e-06	6.993087082004586e-06	1.8995055179090233e-26	4.636362973678506e-18	2.4689902891647706e-18	2.166851934576343e-18	5.123843069587752e-21	4.496821764151617e-21	1.440839982810437e-09	5.099562223914548e-20	4.153734851378184e-26	5.2074993739220485e-22	5.674072510793898e-09	NAMPT	min_ratio
70.0	1.1627909608067207e-16	1.1627917111391177e-16	1.162789859101957e-16	1.1627898591019577e-16	1.3374277837456134e-06	1.3456613745979607e-06	1.343994633637541e-06	1.2192792902837047e-22	2.341080755102499e-11	2.3410630477156695e-11	1.970300453757068e-17	1.1577502758083257e-18	9.743930138380705e-25	1.666740782934742e-09	7.493595799166513e-23	2.9912942653366087e-25	1.5737086375492816e-16	6.566850008617664e-09	NAMPT	min_ratio
70.0	2.8773164762204287e-12	2.8774926151538066e-12	2.877316476246128e-12	2.8773164762461344e-12	3.565954581020551e-07	3.6483860763237273e-07	3.631694505721689e-07	6.560890598564312e-23	5.3670650488744835e-18	1.029705799304767e-22	5.366660866502822e-18	5.3630127445994455e-24	2.7951159100415676e-19	1.6691570546753083e-09	1.7613884209270123e-16	6.029769985813303e-25	3.012117917287011e-22	6.5768697867516484e-09	NAMPT	min_ratio
70.0	1.1677016110996839e-15	1.16782133837586e-15	1.1677015508823878e-15	1.167701550882385e-15	9.18871200247331e-06	9.195587610324713e-06	9.194092366480143e-06	1.7161383126183994e-24	1.850274875656235e-16	1.356321036850756e-21	1.8500597514214259e-16	2.892259792230705e-25	3.945123084251489e-20	1.4952436595562028e-09	1.1978577990656657e-19	1.652016821609939e-25	2.015610244406453e-20	5.380365174523298e-09	NAMPT	min_ratio
70.0	1.658505034772816e-16	1.6647235230558362e-16	1.6585050350471875e-16	1.6585050350471145e-16	2.9039891027331827e-09	1.1127542408337352e-08	9.461979546297477e-09	4.868984972004914e-20	1.2205197113217385e-12	4.052884061096327e-21	1.2128447472129888e-12	1.6438523732188267e-28	4.9192624106485973e-20	1.664342342356896e-09	5.731589513147959e-19	1.1964760211132125e-23	7.674960055865672e-15	6.557990609390507e-09	NAMPT	min_ratio
70.0	1.0447776464334165e-14	1.044828510512531e-14	1.0447776627432343e-14	1.0447776627432176e-14	1.8792368822983967e-06	1.8874127037656455e-06	1.8857577320075992e-06	1.8939975318429676e-25	5.321698203222292e-18	3.5770812375969194e-23	5.2463939661496634e-18	-2.553616987049048e-27	-3.7453107328771605e-22	1.6549717505987082e-09	5.084775050562986e-19	-2.065252362912726e-25	7.52684662602516e-20	6.520860159105012e-09	NAMPT	min_ratio
